,League,Team,Name,Position,Age,Height,Weight,BMI,Rating
381,EPL,SheffUtd,Dean Henderson,Goalkeeper,23,75,181,22.620977777777778,6.75
383,EPL,SheffUtd,Chris Basham,Defender,31,71,176,24.544336441182306,7.0
385,EPL,SheffUtd,Jack O'Connell,Defender,26,75,187,23.370844444444444,6.94
387,EPL,SheffUtd,Muhamed Besic,Midfielder,27,70,172,24.676734693877552,6.33
388,EPL,SheffUtd,Luke Freeman,Midfielder,28,69,143,21.11510186935518,6.36
389,EPL,SheffUtd,Oliver Norwood,Midfielder,29,69,152,22.44402436462928,6.95
391,EPL,SheffUtd,Oliver McBurnie,Forward,24,74,146,18.743243243243242,6.82
392,EPL,SheffUtd,Lys Mousset,Forward,24,72,176,23.867283950617285,6.55
394,EPL,Southampton,Angus Gunn,Goalkeeper,24,77,170,20.156856130882105,6.19
395,EPL,Southampton,Alex McCarthy,Goalkeeper,30,76,174,21.17763157894737,6.72
396,EPL,Southampton,Jan Bednarek,Defender,24,74,170,21.824324324324323,6.72
397,EPL,Southampton,Kevin Danso,Defender,21,75,196,24.495644444444444,6.13
399,EPL,Southampton,Yan Valery,Defender,21,71,187,26.0783574687562,6.31
401,EPL,Southampton,Stuart Armstrong,Midfielder,28,72,165,22.375578703703702,6.49
403,EPL,Southampton,Oriol Romeu,Midfielder,28,72,183,24.816550925925927,6.48
404,EPL,Southampton,James Ward-Prowse,Midfielder,25,68,146,22.19679930795848,7.09
405,EPL,Southampton,Che Adams,Forward,23,70,146,20.9465306122449,6.25
406,EPL,Southampton,Danny Ings,Forward,27,70,161,23.09857142857143,6.94
410,EPL,Southampton,Ryan Bertrand,Defender,30,70,187,26.828775510204082,6.54
412,EPL,Southampton,Jack Stephens,Defender,26,73,165,21.76674798273597,6.59
413,EPL,Southampton,Jannik Vestergaard,Defender,27,79,216,24.330716231373177,6.69
414,EPL,Southampton,Kyle Walker-Peters,Defender,23,68,141,21.436634948096884,6.77
415,EPL,Southampton,Sofiane Boufal,Midfielder,26,67,132,20.671864557807975,6.55
416,EPL,Southampton,Nathan Redmond,Midfielder,26,68,152,23.108996539792386,6.78
418,EPL,Southampton,Moussa Djenepo,Forward,21,70,143,20.51612244897959,6.78
419,EPL,Southampton,Shane Long,Forward,33,70,154,22.094285714285714,6.76
420,EPL,Southampton,Michael Obafemi,Forward,19,67,157,24.58699042102918,6.3
421,EPL,Tottenham,Hugo Lloris,Goalkeeper,33,74,181,23.236486486486488,7.04
423,EPL,Tottenham,Toby Alderweireld,Defender,31,73,179,23.613623569149933,6.79
424,EPL,Tottenham,Davinson Sánchez,Defender,23,74,179,22.97972972972973,6.74
425,EPL,Tottenham,Japhet Tanganga,Defender,21,73,183,24.14130230812535,7.0
426,EPL,Tottenham,Dele Alli,Midfielder,24,74,168,21.56756756756757,6.96
427,EPL,Tottenham,Gedson Fernandes,Midfielder,21,72,139,18.849729938271604,6.21
428,EPL,Tottenham,Giovani Lo Celso,Midfielder,24,70,165,23.672448979591838,6.48
430,EPL,Tottenham,Oliver Skipp,Midfielder,19,69,154,22.73934047469019,6.13
431,EPL,Tottenham,Harry Winks,Midfielder,24,69,163,24.068262969964294,6.52
432,EPL,Tottenham,Steven Bergwijn,Forward,22,70,163,23.385510204081633,6.96
433,EPL,Tottenham,Troy Parrott,Forward,18,73,159,20.97522987427285,6.01
434,EPL,Tottenham,Paulo Gazzaniga,Goalkeeper,28,77,198,23.476808905380334,6.65
436,EPL,Tottenham,Serge Aurier,Defender,27,69,168,24.80655324511657,7.18
437,EPL,Tottenham,Ben Davies,Defender,27,72,168,22.78240740740741,6.67
438,EPL,Tottenham,Juan Foyth,Defender,22,74,170,21.824324324324323,6.05
439,EPL,Tottenham,Ryan Sessegnon,Defender,20,70,157,22.52469387755102,6.32
440,EPL,Tottenham,Jan Vertonghen,Defender,33,74,190,24.39189189189189,6.85
441,EPL,Tottenham,Eric Dier,Midfielder,26,74,198,25.41891891891892,6.63
442,EPL,Tottenham,Erik Lamela,Midfielder,28,71,176,24.544336441182306,6.68
443,EPL,Tottenham,Lucas Moura,Midfielder,27,68,159,24.173226643598618,6.89
444,EPL,Tottenham,Moussa Sissoko,Midfielder,30,74,201,25.804054054054053,6.68
446,EPL,Tottenham,Harry Kane,Forward,26,74,216,27.72972972972973,7.3
450,EPL,Watford,Craig Dawson,Defender,30,74,187,24.006756756756758,6.6
451,EPL,Watford,José Holebas,Defender,35,73,179,23.613623569149933,6.5
452,EPL,Watford,Christian Kabasele,Defender,29,74,190,24.39189189189189,6.85
453,EPL,Watford,Adam Masina,Defender,26,75,192,23.995733333333334,6.86
454,EPL,Watford,Nathaniel Chalobah,Midfielder,25,73,168,22.162507036967536,6.47
456,EPL,Watford,Will Hughes,Midfielder,25,73,163,21.502908613248263,6.59
457,EPL,Watford,Roberto Pereyra,Midfielder,29,72,170,23.053626543209877,6.38
458,EPL,Watford,Troy Deeney,Forward,31,73,223,29.418089697879527,7.14
459,EPL,Watford,Andre Gray,Forward,28,70,183,26.254897959183673,6.18
461,EPL,Watford,Danny Welbeck,Forward,29,72,172,23.324845679012345,6.25
462,EPL,Watford,Ben Foster,Goalkeeper,37,76,198,24.098684210526315,6.56
463,EPL,Watford,Craig Cathcart,Defender,31,75,183,22.870933333333333,6.65
464,EPL,Watford,Kiko Femenía,Defender,29,69,134,19.786179374081076,6.56
465,EPL,Watford,Daryl Janmaat,Defender,30,73,176,23.21786451491837,6.73
466,EPL,Watford,Adrian Mariappa,Defender,33,71,172,23.986510612973618,6.36
468,EPL,Watford,Tom Cleverley,Midfielder,30,69,148,21.853392144507456,6.55
469,EPL,Watford,Abdoulaye Doucouré,Midfielder,27,72,168,22.78240740740741,6.78
471,EPL,Watford,Domingos Quina,Midfielder,20,68,159,24.173226643598618,6.08
472,EPL,Watford,Gerard Deulofeu,Forward,26,70,161,23.09857142857143,6.9
473,EPL,Watford,Ignacio Pussetto,Forward,24,71,163,22.731402499504068,6.26
474,EPL,Watford,Isaac Success,Forward,24,72,190,25.765817901234566,5.96
475,EPL,West Ham,David Martin,Goalkeeper,34,73,190,25.064740101332333,6.43
476,EPL,West Ham,Fabián Balbuena,Defender,28,74,185,23.75,6.67
477,EPL,West Ham,Aaron Cresswell,Defender,30,67,146,22.864335041211852,6.62
478,EPL,West Ham,Arthur Masuaku,Defender,26,70,154,22.094285714285714,6.63
479,EPL,West Ham,Angelo Ogbonna,Defender,32,75,190,23.74577777777778,6.69
480,EPL,West Ham,Pablo Fornals,Midfielder,24,70,148,21.2334693877551,6.5
481,EPL,West Ham,Manuel Lanzini,Midfielder,27,66,146,23.562442607897154,6.65
482,EPL,West Ham,Declan Rice,Midfielder,21,73,176,23.21786451491837,6.95
483,EPL,West Ham,Carlos Sánchez,Midfielder,34,72,181,24.545331790123456,6.14
484,EPL,West Ham,Tomas Soucek,Midfielder,25,75,185,23.12088888888889,6.73
485,EPL,West Ham,Albian Ajeti,Forward,23,72,165,22.375578703703702,5.97
486,EPL,West Ham,Jarrod Bowen,Forward,23,69,154,22.73934047469019,6.83
487,EPL,West Ham,Sébastien Haller,Forward,25,75,181,22.620977777777778,7.21
488,EPL,West Ham,Lukasz Fabianski,Goalkeeper,35,75,183,22.870933333333333,6.64
489,EPL,West Ham,Darren Randolph,Goalkeeper,33,74,216,27.72972972972973,6.31
491,EPL,West Ham,Issa Diop,Defender,23,76,203,24.707236842105264,6.7
492,EPL,West Ham,Pablo Zabaleta,Defender,35,69,163,24.068262969964294,6.42
493,EPL,West Ham,Ryan Fredericks,Midfielder,27,71,163,22.731402499504068,6.77
494,EPL,West Ham,Mark Noble,Midfielder,33,71,154,21.476294386034517,6.63
495,EPL,West Ham,Robert Snodgrass,Midfielder,32,72,181,24.545331790123456,6.79
496,EPL,West Ham,Jack Wilshere,Midfielder,28,67,143,22.394519937625308,5.99
497,EPL,West Ham,Michail Antonio,Forward,30,71,181,25.241618726443168,7.09
498,EPL,West Ham,Felipe Anderson,Forward,27,69,154,22.73934047469019,7.07
499,EPL,West Ham,Andriy Yarmolenko,Forward,30,75,183,22.870933333333333,6.54
500,EPL,Wolves,Rui Patrício,Goalkeeper,32,74,185,23.75,6.63
501,EPL,Wolves,Willy Boly,Defender,29,77,214,25.37392477652218,7.25
502,EPL,Wolves,Conor Coady,Defender,27,73,176,23.21786451491837,6.49
504,EPL,Wolves,Rúben Vinagre,Defender,21,69,141,20.819785759294266,6.58
505,EPL,Wolves,Morgan Gibbs-White,Midfielder,20,67,132,20.671864557807975,6.18
508,EPL,Wolves,Diogo Jota,Forward,23,70,161,23.09857142857143,6.89
509,EPL,Wolves,Pedro Neto,Forward,20,68,139,21.13256920415225,6.45
512,EPL,Wolves,Matt Doherty,Defender,28,73,196,25.85625820979546,6.97
514,EPL,Wolves,Leander Dendoncker,Midfielder,25,74,168,21.56756756756757,6.68
517,EPL,Wolves,Rúben Neves,Midfielder,23,71,176,24.544336441182306,6.76
518,EPL,Wolves,Romain Saïss,Midfielder,30,75,168,20.996266666666667,6.83
519,EPL,Wolves,Adama Traoré,Midfielder,24,70,168,24.102857142857143,7.61
521,EPL,Wolves,Raúl Jiménez,Forward,29,74,174,22.33783783783784,7.29
522,EPL,Wolves,Daniel Podence,Forward,24,65,128,21.297988165680472,6.13
525,MLS,Philadelphia Union,Brenden Aaronson,Midfielder,19,70,148,21.2334693877551,6.42
526,MLS,FC Cincinnati,Saad Abdul-Salaam,Defender,28,76,185,22.51644736842105,6.26
528,MLS,Colorado Rapids,Lalas Abubakar,Defender,25,73,185,24.40514167761306,6.06
529,MLS,Nashville SC,David Accam,Forward,29,69,154,22.73934047469019,6.43
533,MLS,LA Galaxy,Danilo Acosta,Defender,22,71,170,23.70759769886927,6.34
534,MLS,FC Dallas,Bryan Acosta,Midfielder,26,68,161,24.47729238754325,6.89
535,MLS,Colorado Rapids,Kellyn Acosta,Midfielder,24,70,150,21.520408163265305,6.55
538,MLS,Columbus Crew SC,Fanendo Adi,Forward,29,76,185,22.51644736842105,6.31
539,MLS,Vancouver Whitecaps FC,Ali Adnan,Defender,26,73,180,23.74554325389379,7.15
540,MLS,Columbus Crew SC,Harrison Afful,Defender,33,66,128,20.657483930211203,6.68
541,MLS,Inter Miami CF,Juan Agudelo,Forward,27,73,183,24.14130230812535,6.73
544,MLS,Orlando City SC,Tesho Akindele,Forward,28,73,170,22.426346406455245,6.85
545,MLS,Toronto FC,Ayo Akinola,Forward,20,70,182,26.111428571428572,6.25
547,MLS,FC Cincinnati,Fatai Alashe,Midfielder,26,72,170,23.053626543209877,6.27
549,MLS,Orlando City SC,Nani,Midfielder,33,70,146,20.9465306122449,7.29
550,MLS,Minnesota United FC,Osvaldo Alonso,Midfielder,34,71,165,23.01031541360841,6.9
551,MLS,Toronto FC,Jozy Altidore,Forward,30,72,175,23.73167438271605,7.14
552,MLS,LA Galaxy,Efrain Alvarez,Midfielder,17,68,150,22.80493079584775,6.25
554,MLS,FC Cincinnati,Frankie Amaya,Midfielder,19,64,145,24.886474609375,6.58
555,MLS,Inter Miami CF,Mikey Ambrose,Defender,26,69,165,24.363579080025204,6.53
556,MLS,Colorado Rapids,Sebastian Anderson,Defender,17,69,140,20.67212770426381,6.22
558,MLS,Nashville SC,Jalil Anibaba,Defender,31,72,185,25.087770061728396,6.64
560,MLS,FC Dallas,Pablo Aranguiz,Midfielder,23,68,143,21.74070069204152,6.44
561,MLS,LA Galaxy,Julian Araujo,Defender,18,69,154,22.73934047469019,6.54
562,MLS,New York City FC,Heber,Forward,28,71,170,23.70759769886927,7.12
563,MLS,Inter Miami CF,Luis Argudo,Midfielder,24,69,150,22.14870825456837,6.47
564,MLS,Seattle Sounders FC,Xavier Arreaga,Defender,25,72,165,22.375578703703702,6.37
565,MLS,Real Salt Lake,Luis Arriaga,Midfielder,19,67,137,21.454889730452216,6.07
566,MLS,D.C. United,Paul Arriola,Midfielder,25,66,146,23.562442607897154,6.71
568,MLS,Portland Timbers,Dairon Asprilla,Midfielder,27,71,165,23.01031541360841,6.39
569,MLS,Portland Timbers,Jeff Attinella,Goalkeeper,31,74,190,24.39189189189189,6.56
570,MLS,FC Dallas,Francis Atuahene,Forward,23,69,170,25.101869355177485,6.96
571,MLS,Los Angeles Football Club,Eduard Atuesta,Midfielder,22,71,155,21.61575084308669,7.57
572,MLS,Chicago Fire FC,Micheal Azira,Midfielder,32,70,160,22.955102040816328,6.41
573,MLS,Nashville SC,Dominique Badji,Forward,27,72,170,23.053626543209877,6.78
575,MLS,Vancouver Whitecaps FC,Theo Bair,Forward,20,76,215,26.167763157894736,6.42
576,MLS,Real Salt Lake,Corey Baird,Forward,24,70,160,22.955102040816328,6.58
578,MLS,Sporting Kansas City,Botond Barath,Defender,28,74,165,21.18243243243243,6.54
579,MLS,Orlando City SC,Robinho,Midfielder,25,65,148,24.625798816568047,6.38
580,MLS,New York Red Bulls,Tom Barlow,Forward,24,74,185,23.75,6.49
582,MLS,FC Dallas,Michael Barrios,Midfielder,29,64,132,22.6552734375,7.16
583,MLS,Colorado Rapids,Cole Bassett,Midfielder,18,71,130,18.129339416782383,6.45
584,MLS,Montreal Impact,Clement Bayiha,Midfielder/Defender,21,68,155,23.565095155709344,6.39
587,MLS,Real Salt Lake,Kyle Beckerman,Midfielder,38,71,165,23.01031541360841,6.67
588,MLS,Philadelphia Union,Alejandro Bedoya,Midfielder,33,70,161,23.09857142857143,6.87
590,MLS,Philadelphia Union,Joe Bendik,Goalkeeper,31,74,217,27.85810810810811,6.1
591,MLS,Colorado Rapids,Nicolas Benezet,Midfielder,29,65,134,22.296331360946745,6.64
595,MLS,Sporting Kansas City,Matt Besler,Defender,33,72,170,23.053626543209877,6.44
596,MLS,Real Salt Lake,Nick Besler,Midfielder,26,73,165,21.76674798273597,6.46
598,MLS,Real Salt Lake,Everton Luiz,Midfielder,31,68,154,23.413062283737023,6.71
600,MLS,LA Galaxy,David Bingham,Goalkeeper,30,74,189,24.263513513513512,6.87
602,MLS,D.C. United,Steven Birnbaum,Defender,29,74,180,23.10810810810811,6.98
603,MLS,Houston Dynamo,Jose Bizama,Defender,25,71,165,23.01031541360841,6.42
604,MLS,Philadelphia Union,Andre Blake,Goalkeeper,29,76,175,21.299342105263158,6.32
605,MLS,Portland Timbers,Sebastian Blanco,Midfielder,32,67,150,23.490755179327245,7.25
606,MLS,Los Angeles Football Club,Latif Blessing,Midfielder,23,67,104,16.28692359100022,7.19
607,MLS,D.C. United,Emmanuel Boateng,Midfielder,26,66,150,24.207988980716255,6.03
609,MLS,Toronto FC,Alex Bono,Goalkeeper,26,75,195,24.370666666666665,6.46
610,MLS,Chicago Fire FC,Jonathan Bornstein,Defender,35,68,165,25.085423875432525,6.74
611,MLS,New England Revolution,Gustavo Bou,Forward,30,70,160,22.955102040816328,7.26
612,MLS,Minnesota United FC,Michael Boxall,Defender,31,74,200,25.675675675675677,6.93
613,MLS,Toronto FC,Michael Bradley,Midfielder,32,74,179,22.97972972972973,6.77
615,MLS,Montreal Impact,Zachary Brault-Guillard,Defender,21,67,145,22.707730006683004,6.61
616,MLS,FC Dallas,Bressan,Defender,27,72,174,23.596064814814813,6.74
617,MLS,D.C. United,Frederic Brillant,Defender,34,75,156,19.496533333333332,7.04
618,MLS,Chicago Fire FC,Brandt Bronico,Midfielder,24,68,155,23.565095155709344,6.58
619,MLS,Seattle Sounders FC,Will Bruin,Forward,30,74,194,24.905405405405407,6.47
620,MLS,New England Revolution,Tajon Buchanan,Forward,21,72,152,20.612654320987655,6.1
622,MLS,New England Revolution,Teal Bunbury,Midfielder/Forward,30,74,185,23.75,6.67
624,MLS,Philadelphia Union,Cory Burke,Forward,28,75,180,22.496,6.73
625,MLS,Montreal Impact,Evan Bush,Goalkeeper,34,73,186,24.537061362356916,6.41
626,MLS,Sporting Kansas City,Gianluca Busio,Midfielder,17,67,135,21.14167966139452,6.48
628,MLS,Seattle Sounders FC,Handwalla Bwana,Midfielder,22,69,145,21.41041797941609,6.46
629,MLS,New England Revolution,Brandon Bye,Defender,24,72,185,25.087770061728396,6.9
630,MLS,Houston Dynamo,Victor Cabrera,Defender,27,72,165,22.375578703703702,6.8
633,MLS,New England Revolution,Scott Caldwell,Midfielder,29,68,150,22.80493079584775,6.37
636,MLS,New York City FC,Alexander Callens,Defender,27,73,180,23.74554325389379,6.77
637,MLS,San Jose Earthquakes,Eric Calvillo,Midfielder,22,67,140,21.92470483403876,6.01
638,MLS,Montreal Impact,Rudy Camacho,Defender,29,73,174,22.954025145430663,6.65
640,MLS,FC Dallas,Reggie Cannon,Defender,21,71,165,23.01031541360841,6.58
641,MLS,D.C. United,Russell Canouse,Midfielder,24,70,159,22.811632653061224,6.89
642,MLS,Atlanta United FC,Andrew Carleton,Forward,19,67,145,22.707730006683004,6.07
645,MLS,Portland Timbers,Julio Cascante,Defender,26,74,170,21.824324324324323,6.45
646,MLS,New York City FC,Valentin Castellanos,Forward,21,70,154,22.094285714285714,7.09
647,MLS,Atlanta United FC,Edgar Castillo,Defender,33,67,145,22.707730006683004,6.8
649,MLS,Houston Dynamo,Darwin Ceren,Midfielder,30,70,165,23.672448979591838,6.38
650,MLS,FC Dallas,Edwin Cerrillo,Midfielder,19,70,180,25.824489795918367,6.54
651,MLS,Minnesota United FC,Thomas Chacon,Midfielder,19,65,128,21.297988165680472,6.26
653,MLS,New York City FC,Maxime Chanot,Defender,30,73,172,22.690185775942954,6.94
654,MLS,Inter Miami CF,Jay Chapman,Midfielder,26,72,157,21.290702160493826,6.36
655,MLS,Portland Timbers,Diego Chara,Midfielder,34,68,150,22.80493079584775,6.81
657,MLS,Montreal Impact,Mathieu Choiniere,Midfielder,21,66,150,24.207988980716255,6.37
659,MLS,Toronto FC,Laurent Ciman,Defender,34,72,155,21.019483024691358,6.62
660,MLS,Portland Timbers,Steve Clark,Goalkeeper,34,74,192,24.64864864864865,6.96
663,MLS,Philadelphia Union,Aurelien Collin,Defender,34,74,169,21.695945945945947,6.66
664,MLS,Orlando City SC,Josue Colman,Midfielder,21,66,156,25.176308539944902,6.38
666,MLS,Portland Timbers,Tomas Conechny,Midfielder,22,67,150,23.490755179327245,6.3
667,MLS,Vancouver Whitecaps FC,Derek Cornelius,Defender,22,74,190,24.39189189189189,6.44
668,MLS,LA Galaxy,Joe Corona,Midfielder,29,68,155,23.565095155709344,6.89
669,MLS,Montreal Impact,Jorge Corrales,Defender,28,69,150,22.14870825456837,6.33
671,MLS,Philadelphia Union,Warren Creavalle,Midfielder,29,71,170,23.70759769886927,6.2
672,MLS,Vancouver Whitecaps FC,Maxime Crepeau,Goalkeeper,25,71,199,27.751834953382264,7.11
673,MLS,Houston Dynamo,Cody Cropper,Goalkeeper,27,76,200,24.342105263157894,6.74
674,MLS,FC Cincinnati,Allan Cruz,Midfielder,24,65,145,24.12662721893491,6.75
675,MLS,LA Galaxy,Emil Cuello,Midfielder,23,71,165,23.01031541360841,6.13
676,MLS,Toronto FC,Auro,Defender,24,66,136,21.948576675849402,6.81
677,MLS,Los Angeles Football Club,Danilo Silva,Defender,33,73,154,20.315631450553575,6.58
679,MLS,FC Cincinnati,Rashawn Dally,Forward,23,74,200,25.675675675675677,6.15
680,MLS,Nashville SC,Abu Danladi,Forward,24,70,170,24.389795918367348,6.28
681,MLS,New York Red Bulls,Sean Davis,Midfielder,27,72,165,22.375578703703702,6.9
683,MLS,Columbus Crew SC,Artur,Midfielder,24,71,154,21.476294386034517,6.57
686,MLS,New England Revolution,Antonio Mlinar Delamea,Defender,28,72,160,21.69753086419753,6.7
687,MLS,Seattle Sounders FC,Jordy Delem,Midfielder,27,71,156,21.75520730013886,6.49
688,MLS,Toronto FC,Nick DeLeon,Midfielder,29,70,170,24.389795918367348,6.73
690,MLS,FC Cincinnati,Mathieu Deplagne,Defender,28,72,168,22.78240740740741,6.49
693,MLS,Seattle Sounders FC,Justin Dhillon,Forward,24,75,185,23.12088888888889,6.25
695,MLS,Columbus Crew SC,Luis Diaz,Midfielder,21,71,159,22.17357667129538,6.77
696,MLS,Sporting Kansas City,Eric Dick,Goalkeeper,25,77,205,24.306797099004893,5.08
699,MLS,Los Angeles Football Club,Adama Diomande,Forward,30,71,180,25.102162269390995,7.03
700,MLS,Montreal Impact,Clement Diop,Goalkeeper,26,73,165,21.76674798273597,6.91
701,MLS,Toronto FC,Griffin Dorsey,Midfielder,21,72,160,21.69753086419753,5.88
702,MLS,LA Galaxy,Jonathan dos Santos,Midfielder,30,68,160,24.325259515570934,7.24
703,MLS,Minnesota United FC,Hassani Dotson,Midfielder,22,71,170,23.70759769886927,6.75
707,MLS,New York Red Bulls,Kyle Duncan,Defender,22,70,139,19.942244897959185,7.07
709,MLS,Portland Timbers,Chris Duvall,Defender,28,70,165,23.672448979591838,6.65
710,MLS,Orlando City SC,Dom Dwyer,Forward,29,69,180,26.578449905482042,6.54
711,MLS,Portland Timbers,Jeremy Ebobisse,Forward,23,72,175,23.73167438271605,6.76
712,MLS,Minnesota United FC,Raheem Edwards,Midfielder,24,69,148,21.853392144507456,6.97
717,MLS,Los Angeles Football Club,Mohamed El-Munir,Defender,28,69,154,22.73934047469019,6.86
718,MLS,Philadelphia Union,Jack Elliott,Defender,24,77,180,21.34255355034576,6.88
720,MLS,Toronto FC,Tsubasa Endoh,Midfielder,26,68,146,22.19679930795848,6.69
721,MLS,San Jose Earthquakes,Magnus Eriksson,Forward,30,71,180,25.102162269390995,7.08
722,MLS,San Jose Earthquakes,Cristian Espinoza,Midfielder,25,67,154,24.117175317442637,7.2
723,MLS,Sporting Kansas City,Roger Espinoza,Midfielder,33,71,170,23.70759769886927,6.5
726,MLS,New England Revolution,Diego Fagundez,Midfielder,25,68,140,21.284602076124568,6.34
727,MLS,Montreal Impact,Rod Fanni,Defender,38,73,179,23.613623569149933,7.24
728,MLS,Portland Timbers,Marco Farfan,Defender,21,69,150,22.14870825456837,6.67
729,MLS,New England Revolution,Andrew Farrell,Defender,28,71,185,25.799444554651856,6.55
731,MLS,LA Galaxy,Rolf Feltscher,Defender,29,71,163,22.731402499504068,6.82
734,MLS,FC Dallas,Jesus Ferreira,Forward,19,68,140,21.284602076124568,6.77
735,MLS,San Jose Earthquakes,Carlos Fierro,Midfielder,25,69,146,21.558076034446543,6.15
737,MLS,Houston Dynamo,Maynor Figueroa,Defender,36,71,187,26.0783574687562,6.63
738,MLS,Minnesota United FC,Ethan Finlay,Midfielder,29,69,165,24.363579080025204,6.47
741,MLS,Portland Timbers,Andres Flores,Midfielder,29,66,150,24.207988980716255,6.45
743,MLS,Philadelphia Union,Anthony Fontana,Midfielder,20,68,150,22.80493079584775,6.28
744,MLS,Sporting Kansas City,Andreu Fontas,Defender,30,73,190,25.064740101332333,6.45
746,MLS,Columbus Crew SC,Waylon Francis,Defender,29,69,160,23.625288804872927,6.67
747,MLS,Chicago Fire FC,Przemyslaw Frankowski,Midfielder,25,68,155,23.565095155709344,7.0
748,MLS,Toronto FC,Liam Fraser,Midfielder,22,73,179,23.613623569149933,6.68
750,MLS,Philadelphia Union,Matt Freese,Goalkeeper,21,76,195,23.73355263157895,6.56
751,MLS,Seattle Sounders FC,Stefan Frei,Goalkeeper,34,75,195,24.370666666666665,6.71
752,MLS,San Jose Earthquakes,Gilbert Fuentes,Midfielder,18,66,140,22.594123048668504,6.22
753,MLS,Philadelphia Union,Raymon Gaddis,Defender,30,69,151,22.296366309598824,6.54
755,MLS,Toronto FC,Erickson Gallardo,Midfielder,23,68,150,22.80493079584775,6.41
758,MLS,FC Cincinnati,Greg Garza,Defender,28,68,154,23.413062283737023,6.52
759,MLS,Minnesota United FC,Chase Gasper,Defender,24,72,185,25.087770061728396,6.96
760,MLS,New England Revolution,Carles Gil,Midfielder,27,67,145,22.707730006683004,7.3
763,MLS,Real Salt Lake,Justen Glad,Defender,23,73,160,21.1071495590167,6.74
765,MLS,Vancouver Whitecaps FC,Erik Godoy,Defender,26,74,175,22.466216216216218,6.62
766,MLS,Nashville SC,Anibal Godoy,Midfielder,30,72,165,22.375578703703702,6.81
768,MLS,LA Galaxy,Giancarlo Gonzalez,Defender,32,73,185,24.40514167761306,6.44
769,MLS,Toronto FC,Omar Gonzalez,Defender,31,77,205,24.306797099004893,6.86
770,MLS,FC Dallas,Jesse Gonzalez,Goalkeeper,24,76,180,21.907894736842106,6.59
772,MLS,Minnesota United FC,Jan Gregus,Midfielder,29,75,170,21.246222222222222,7.31
773,MLS,D.C. United,Julian Gressel,Midfielder,26,73,185,24.40514167761306,7.19
778,MLS,Chicago Fire FC,Jeremiah Gutjahr,Midfielder,22,70,160,22.955102040816328,6.36
779,MLS,FC Cincinnati,Andrew Gutman,Defender,23,72,170,23.053626543209877,6.25
780,MLS,Atlanta United FC,Brad Guzan,Goalkeeper,35,76,209,25.4375,6.71
781,MLS,FC Cincinnati,Joseph-Claude Gyau,Midfielder,27,69,165,24.363579080025204,6.22
782,MLS,New York City FC,Justin Haak,Midfielder,18,72,165,22.375578703703702,6.02
784,MLS,FC Cincinnati,Nick Hagglund,Defender,27,73,193,25.460499155563895,6.61
785,MLS,Minnesota United FC,Marlon Hairston,Midfielder,26,72,157,21.290702160493826,6.18
786,MLS,San Jose Earthquakes,Siad Haji,Midfielder,20,68,150,22.80493079584775,6.13
787,MLS,D.C. United,Bill Hamid,Goalkeeper,29,75,225,28.12,6.97
788,MLS,Columbus Crew SC,Jordan Hamilton,Forward,24,72,194,26.308256172839506,6.08
789,MLS,Houston Dynamo,Niko Hansen,Midfielder,25,70,170,24.389795918367348,6.05
790,MLS,Los Angeles Football Club,Jordan Harvey,Defender,36,71,170,23.70759769886927,6.77
792,MLS,Minnesota United FC,Jacori Hayes,Midfielder,24,67,150,23.490755179327245,6.35
793,MLS,FC Dallas,Matt Hedges,Defender,30,76,185,22.51644736842105,6.82
794,MLS,Chicago Fire FC,Fabian Herbers,Midfielder,26,72,165,22.375578703703702,6.46
795,MLS,Sporting Kansas City,Felipe Hernandez,Midfielder,21,67,135,21.14167966139452,5.6
797,MLS,Real Salt Lake,Aaron Herrera,Defender,22,71,160,22.31303312834755,6.86
798,MLS,D.C. United,Federico Higuain,Midfielder,35,68,165,25.085423875432525,6.81
799,MLS,San Jose Earthquakes,Danny Hoesen,Forward,29,73,165,21.76674798273597,6.44
800,MLS,FC Dallas,Ryan Hollingshead,Defender,29,73,180,23.74554325389379,7.22
801,MLS,Real Salt Lake,Erik Holt,Defender,23,73,185,24.40514167761306,6.58
803,MLS,Sporting Kansas City,Erik Hurtado,Forward,29,70,175,25.107142857142858,6.4
805,MLS,Atlanta United FC,Emerson Hyndman,Midfielder,24,69,135,19.93383742911153,6.43
806,MLS,Minnesota United FC,Romario Ibarra,Midfielder,25,69,160,23.625288804872927,6.54
808,MLS,New York City FC,Sebastien Ibeagha,Defender,28,74,187,24.006756756756758,6.32
811,MLS,Colorado Rapids,Clint Irwin,Goalkeeper,31,75,195,24.370666666666665,6.91
813,MLS,Colorado Rapids,Niki Jackson,Forward,24,73,175,23.085944830174515,6.07
814,MLS,Montreal Impact,Anthony Jackson-Hamel,Forward,26,73,180,23.74554325389379,6.41
816,MLS,Los Angeles Football Club,Dejan Jakovic,Defender,34,74,186,23.87837837837838,6.69
818,MLS,Columbus Crew SC,Hector Jimenez,Midfielder,31,69,140,20.67212770426381,6.44
819,MLS,Real Salt Lake,Sam Johnson,Forward,26,71,163,22.731402499504068,6.55
820,MLS,New York City FC,Sean Johnson,Goalkeeper,30,75,217,27.120177777777776,6.69
823,MLS,Seattle Sounders FC,Joevin Jones,Defender/Midfielder,28,71,160,22.31303312834755,6.65
824,MLS,New England Revolution,DeJuan Jones,Midfielder,22,69,165,24.363579080025204,6.54
